,0,1,2,3,4,5,6,7,8
0,37.27539047556553,7.091288590951677,22.408050184914302,75.05739389878616,-79.18606579717101,64.77724761552035,66.25760472496955,-145.2920615116268,-15.107924168055376
1,35.058061309255805,6.383887406795324,25.93403884238164,94.48369821476413,-74.75192436824034,62.586091407410336,77.13636103322406,-135.3886260955723,-14.128127944353977
2,30.90502586745012,9.543418850097694,24.383574790258834,110.8131651385917,-80.9225956325974,62.02332369703707,89.51231957674517,-137.2348421514164,-11.96459214043924
3,40.219710428734345,11.092947542581662,28.819444084386546,106.64761056981243,-83.82997604564267,70.15014088929148,78.9438136880976,-129.1756148005063,-12.790409782320424
4,48.587126367494676,10.244982238787522,32.69941440635897,80.04597885267148,-74.22995427248212,75.71684683886154,78.19949541022694,-149.00758350473137,-13.052565001145055
5,26.117250752814186,4.508690963656868,16.411654228499998,73.73699310096302,-73.67121676164902,57.79461044764314,73.193361032978,-145.53992247523507,-14.543353104348995
6,32.02090146776305,5.885984102425212,24.37251529107091,95.66659431080959,-37.071414000115965,58.833232865206114,79.06799978525609,-134.60882883279646,-14.128127944353977
7,28.52917439296823,-0.09201424242960599,14.346559354032664,102.96788935645552,-80.51296649973428,60.88519824086697,81.94826067153917,-146.01183390520322,-13.620116863251965
8,47.71177357247009,8.58140082154759,24.87159405655514,170.7565334191006,-83.32668732507008,74.45873819411733,107.35500302929424,-118.92191475973044,-10.479572304663183
9,36.642505649182965,5.297676487391534,21.917578516060175,133.19823866525905,-56.7577897710737,68.13387282682166,91.14775261126098,-137.99570906666156,-14.035342023246983
10,44.32696237221762,5.297676487391534,19.0069097811742,142.60081882728616,-82.74903447723406,73.84322258490369,95.47845287796517,-132.997947694465,-10.253475051892266
11,54.74594505082439,0.5918848425603045,13.448910417385576,109.25127074781608,-100.49098649625225,68.25584578182008,86.9272509138608,-146.989118359658,-12.866404934402514
12,37.91349038567287,6.910425455075945,19.44530637379988,142.9980759765569,-78.25028243694598,68.8439667730234,92.81728619348249,-130.95923872432232,-12.544553920043043
13,34.48843051334708,4.038217221059263,16.64781319715111,127.57487388465904,-85.50842184614831,62.8357880434144,91.64858134688336,-139.9945976481094,-13.15370445972155
14,29.559169166084075,9.398245823297664,32.77336881120391,97.92030723073623,-85.93781026405765,62.75427455630266,99.4774494243319,-149.80738743422327,-7.044146307300707
15,21.09765440881506,11.645669038135082,31.663302956453975,117.36256784252038,-61.285546781020045,58.328916868220446,109.39125185288162,-149.6859650476821,-6.286890084580435
16,41.443545635723325,11.02288605871022,32.85867267950445,77.9901576952592,-87.7333588181013,79.8976625208641,94.97368360876877,-164.44670765922538,-7.758459722810677
17,36.613918404923766,7.229247797946321,32.52057773308866,84.66801540503889,-91.82605492074507,72.20551983458556,97.47280784390483,-162.80738743422327,-10.194156398501274
